0.0,1723916679412,26.154926300048828
1.0,1723916680370,23.153926849365234
2.0,1723916681383,20.920381546020508
3.0,1723916682322,24.098125457763672
4.0,1723916683280,25.332231521606445
5.0,1723916684243,16.799779891967773
6.0,1723916685227,21.816837310791016
7.0,1723916686248,17.358501434326172
8.0,1723916687463,22.59598159790039
9.0,1723916688441,22.130023956298828
10.0,1723916689410,21.511943817138672
11.0,1723916690371,22.252090454101562
12.0,1723916691312,21.285314559936523
13.0,1723916692287,14.629293441772461
14.0,1723916693248,18.511547088623047
15.0,1723916694219,18.14366340637207
16.0,1723916695162,17.623260498046875
17.0,1723916696110,17.97452735900879
18.0,1723916697066,13.46125316619873
19.0,1723916698147,17.117351531982422
20.0,1723916699072,16.566150665283203
21.0,1723916700021,15.213384628295898
22.0,1723916700989,15.82423210144043
23.0,1723916701963,12.258988380432129
24.0,1723916702945,12.03386116027832
25.0,1723916703900,14.255528450012207
26.0,1723916704880,14.121591567993164
27.0,1723916705887,13.152714729309082
28.0,1723916706849,12.837686538696289
29.0,1723916707831,12.383122444152832
30.0,1723916708784,11.701820373535156
31.0,1723916709764,11.198616981506348
32.0,1723916710735,10.644187927246094
33.0,1723916711691,10.01060676574707
34.0,1723916712654,8.181474685668945
35.0,1723916713651,8.675004959106445
36.0,1723916714606,7.428402900695801
37.0,1723916715546,6.946549415588379
38.0,1723916716500,6.854794502258301
39.0,1723916717450,6.372376918792725
40.0,1723916718395,6.486097812652588
41.0,1723916719345,6.131438255310059
42.0,1723916720344,6.107670783996582
43.0,1723916721313,6.016772270202637
44.0,1723916722293,5.9925312995910645
45.0,1723916723272,5.853952407836914
46.0,1723916724225,6.800917625427246
47.0,1723916725173,6.063878059387207
48.0,1723916726138,5.8315582275390625
49.0,1723916727179,5.812129020690918
50.0,1723916728204,6.352975368499756
51.0,1723916729154,5.6122260093688965
52.0,1723916730127,5.441908359527588
53.0,1723916731088,5.471329212188721
54.0,1723916732094,5.451708793640137
55.0,1723916733088,5.456175804138184
56.0,1723916734038,5.668847560882568
57.0,1723916735040,4.619112491607666
58.0,1723916736020,5.557781219482422
59.0,1723916736954,5.312506675720215
60.0,1723916737920,5.412211894989014
61.0,1723916738879,5.533634185791016
62.0,1723916739947,5.496218204498291
63.0,1723916740896,5.508453845977783
64.0,1723916741861,5.164999961853027
65.0,1723916742801,5.453965187072754
66.0,1723916743836,4.950819969177246
67.0,1723916744848,5.586245536804199
68.0,1723916745799,5.356464385986328
69.0,1723916746810,5.21406364440918
70.0,1723916747740,5.355552673339844
71.0,1723916748672,4.539186954498291
72.0,1723916749660,5.570779323577881
73.0,1723916750629,5.26401424407959
74.0,1723916751600,5.516886234283447
75.0,1723916752536,4.93093204498291
76.0,1723916753490,4.9715657234191895
77.0,1723916754444,5.1037983894348145
78.0,1723916755400,4.877762317657471
79.0,1723916756339,5.015483856201172
80.0,1723916757288,5.210232257843018
81.0,1723916758292,5.1040544509887695
82.0,1723916759463,4.85404109954834
83.0,1723916760509,4.641221523284912
84.0,1723916761515,4.5278520584106445
85.0,1723916762492,4.984528541564941
86.0,1723916763554,4.728594779968262
87.0,1723916764514,5.605910301208496
88.0,1723916765561,5.527010917663574
89.0,1723916766556,5.4951958656311035
90.0,1723916767508,4.638394355773926
91.0,1723916768450,4.941359043121338
92.0,1723916769390,4.666927814483643
93.0,1723916770382,4.73000431060791
94.0,1723916771317,4.971199989318848
95.0,1723916772302,4.71382999420166
96.0,1723916773241,5.190279006958008
97.0,1723916774445,4.829057216644287
98.0,1723916775390,4.346913814544678
99.0,1723916776347,4.8631415367126465
100.0,1723917974152,4.686334609985352
101.0,1723917975394,5.497983455657959
102.0,1723917976611,4.47017765045166
103.0,1723917977574,4.5298967361450195
104.0,1723917978517,4.211321830749512
105.0,1723917979526,4.840698719024658
106.0,1723917980492,4.652606010437012
107.0,1723917981434,4.240123748779297
108.0,1723917982417,4.650866985321045
109.0,1723917983418,4.686153411865234
110.0,1723917984364,4.656225204467773
111.0,1723917985303,4.011960506439209
112.0,1723917986237,4.28052282333374
113.0,1723917987205,3.5703837871551514
114.0,1723917988141,4.201402187347412
115.0,1723917989169,4.454581260681152
116.0,1723917990129,4.267289161682129
117.0,1723917991115,4.09177827835083
118.0,1723917992110,3.8560245037078857
119.0,1723917993075,4.270779609680176
120.0,1723917994041,3.7670650482177734
121.0,1723917994982,3.928986072540283
122.0,1723917995926,4.172492027282715
